,q1,q2,q3,q4,q5,q6,q7,q8,q9
697,1,0,1,0,0,0,1,1,0
698,0,1,0,1,0,0,0,1,0
699,1,0,0,0,0,1,1,1,1
700,0,0,1,1,1,0,0,1,1
701,1,1,1,0,0,0,0,1,1
702,1,0,1,1,0,0,1,1,1
703,0,0,1,1,0,0,1,1,1
704,1,1,1,0,0,0,0,1,1
705,1,1,0,1,1,1,0,1,1
706,0,1,1,1,0,0,0,0,0
707,1,1,1,1,1,0,0,1,1
708,1,1,1,1,0,1,1,1,1
709,1,1,1,1,1,0,0,1,1
710,1,0,1,0,0,1,0,0,1
711,1,0,1,0,0,0,0,1,1
712,1,1,1,0,0,0,0,0,1
713,0,0,1,1,1,0,0,1,0
714,0,1,0,0,0,1,0,0,0
715,1,0,1,1,0,0,1,1,1
716,0,0,1,0,0,0,1,1,0
717,0,0,1,1,0,0,1,1,1
718,1,0,1,0,0,1,0,1,1
719,0,1,1,0,0,0,0,1,1
720,0,0,1,0,0,0,0,1,0
721,1,1,1,1,0,0,0,1,1
722,0,0,0,0,0,1,1,0,1
723,1,1,1,1,0,0,0,1,1
724,0,1,1,1,0,1,1,1,1
725,0,0,0,0,0,0,0,1,1
726,1,0,0,1,1,0,0,1,1
727,1,1,1,1,0,0,0,1,0
728,0,0,0,0,1,1,0,1,0
729,1,0,1,0,0,0,0,1,1
730,1,1,1,1,0,0,0,1,1
731,1,0,1,0,0,0,0,1,0
732,1,1,1,0,1,1,0,1,0
733,1,0,1,1,0,1,0,1,1
734,1,1,1,0,1,0,0,1,1
735,1,0,1,0,0,0,0,1,1
736,1,0,1,1,0,1,0,1,1
737,1,1,1,0,0,0,0,1,0
738,0,0,1,0,0,1,0,0,1
739,1,1,1,1,1,0,0,1,0
740,1,1,1,1,0,1,1,1,0
741,1,0,1,1,0,1,1,1,1
742,1,1,0,0,0,0,0,1,1
743,1,0,1,0,0,0,0,1,0
744,0,0,0,1,0,1,1,1,0
745,0,1,0,0,1,1,0,1,1
746,0,1,1,0,0,0,1,1,0
747,1,1,1,0,0,1,0,1,1
748,1,0,1,1,1,0,0,1,0
749,1,0,0,1,0,0,0,1,1
750,1,1,1,0,1,0,0,1,0
751,1,1,1,1,0,0,1,1,1
752,0,1,1,1,0,1,1,1,1
753,1,1,1,1,0,1,0,1,1
754,1,0,1,0,0,0,0,0,1
755,0,0,1,0,0,0,0,0,0
756,0,1,1,0,0,0,0,1,0
757,1,0,1,0,0,0,0,0,0
758,1,1,1,1,0,0,0,0,1
759,1,0,1,0,0,0,0,0,1
760,0,0,0,1,0,0,0,1,1
761,1,1,1,0,1,0,0,1,1
762,0,1,1,0,0,0,0,1,0
763,0,0,1,1,0,0,0,0,1
764,1,0,1,0,1,0,0,1,1
765,1,1,1,0,0,0,0,1,0
766,1,0,1,1,1,0,0,1,1
767,0,1,1,0,0,0,1,1,1
768,0,0,0,1,0,0,0,1,1
769,1,1,1,0,0,0,0,1,1
770,1,1,0,1,0,1,0,1,1
771,0,0,1,0,0,0,0,0,1
772,0,0,1,0,0,0,0,1,1
773,1,0,0,1,1,1,1,1,1
774,0,0,0,0,0,0,0,0,1
775,1,0,1,1,0,0,0,1,1
776,1,0,1,1,1,0,0,1,1
777,0,0,1,1,0,0,1,1,1
778,1,1,1,0,0,1,0,1,1
779,1,1,1,0,0,0,0,1,1
780,1,0,1,0,1,0,0,1,1
781,1,1,1,0,0,0,0,1,1
782,1,0,1,1,0,0,0,1,1
783,0,0,1,0,0,0,0,1,1
784,1,1,1,0,0,0,0,1,1
785,0,0,1,0,0,0,0,0,0
786,1,0,1,1,1,0,0,1,1
787,0,0,0,0,0,0,0,0,0
788,0,0,1,0,0,0,0,1,1
789,1,1,1,1,1,1,0,1,1
790,1,0,1,1,0,1,0,1,1
791,1,1,1,0,1,0,0,1,1
792,1,0,0,1,0,0,0,1,0
793,1,1,1,0,1,0,1,1,1
794,1,1,1,1,0,0,1,0,1
795,0,0,0,0,0,0,0,1,1
796,1,0,0,1,0,0,0,0,1
797,1,1,1,1,1,0,0,1,0
798,0,0,1,1,0,0,0,1,1
799,0,0,0,0,0,1,0,1,1
